x,y,z,intensity,gps_time,label,global_id
746058.98371582,2574344.52040039,451.53076172,22359,4512.38671875,30,708010003
746058.25037842,2574346.79490601,451.95355225,1285,4512.48730469,30,708010003
746058.25318604,2574346.70271240,451.92553711,514,4512.48730469,30,708010003
746058.23499756,2574346.51890503,451.90036011,1285,4512.48730469,30,708010003
746058.22260742,2574346.36228882,451.87493896,1285,4512.48730469,30,708010003
746058.14100342,2574347.37379395,451.52795410,1285,4512.48730469,30,708010003
746058.20228271,2574346.17671143,451.85183716,514,4512.48730469,30,708010003
746058.12037354,2574347.15528809,451.50885010,2827,4512.48730469,30,708010003
746058.20667725,2574346.09388672,451.82434082,2056,4512.48730469,30,708010003
746058.10932617,2574346.98380981,451.48745728,2827,4512.48730469,30,708010003
746058.20588379,2574345.99180542,451.79846191,514,4512.48730469,30,708010003
746058.09528809,2574346.80268799,451.46774292,2827,4512.48779297,30,708010003
746058.08271484,2574346.63770996,451.44934082,2056,4512.48779297,30,708010003
746058.07777100,2574346.50331055,451.42755127,1285,4512.48779297,30,708010003
746058.80219727,2574345.58689819,452.18124390,3855,4512.48779297,30,708010003
746058.69569092,2574345.17970215,452.16165161,4626,4512.48779297,30,708010003
746058.07569580,2574347.87181030,450.96426392,1285,4512.48779297,30,708010003
746058.07777100,2574346.28529297,451.38156128,3084,4512.48779297,30,708010003
746058.64857178,2574344.96330200,452.13934326,6425,4512.48779297,30,708010003
746058.12049561,2574347.96229492,450.91876221,1285,4512.48779297,30,708010003
746058.08369141,2574346.20979248,451.35784912,3084,4512.48779297,30,708010003
746058.63612061,2574344.85328613,452.11386108,14906,4512.48779297,30,708010003
746058.64960938,2574344.82499634,452.08636475,9252,4512.48828125,30,708010003
746058.38392334,2574344.68940674,451.79653931,514,4512.48828125,30,708010003
746058.40418701,2574344.68360840,451.76885986,514,4512.48828125,30,708010003
746058.70789795,2574344.73060547,451.97814941,771,4512.48828125,30,708010003
746059.17701416,2574345.21321045,452.18545532,4369,4512.48828125,30,708010003
746058.42158203,2574344.66819702,451.74176025,514,4512.48828125,30,708010003
746058.72608643,2574344.72120605,451.95166016,771,4512.48828125,30,708010003
746059.10712891,2574344.95719849,452.16165161,3598,4512.48828125,30,708010003
746058.43031006,2574344.62840210,451.71795654,514,4512.48828125,30,708010003
746058.73707275,2574344.68681274,451.92504883,771,4512.48828125,30,708010003
746059.08460693,2574344.83280884,452.13595581,10537,4512.48828125,30,708010003
746059.10041504,2574344.81559692,452.10916138,4112,4512.48828125,30,708010003
746058.46088867,2574344.58570801,451.66516113,16448,4512.48876953,30,708010003
746058.76630859,2574344.64039551,451.87106323,771,4512.48876953,30,708010003
746058.47730713,2574344.56809937,451.63854980,15420,4512.48876953,30,708010003
746059.12598877,2574344.75950562,452.05364990,514,4512.48876953,30,708010003
746058.49378662,2574344.55448853,451.61303711,16962,4512.48876953,30,708010003
746058.84730225,2574344.74681030,451.80944824,771,4512.48876953,30,708010003
746059.15180664,2574344.76600586,452.02484131,514,4512.48876953,30,708010003
746058.51569824,2574344.55378662,451.58505249,16962,4512.48876953,30,708010003
746058.82178955,2574344.61250244,451.79074097,771,4512.48876953,30,708010003
746059.17512207,2574344.76899658,451.99734497,514,4512.48876953,30,708010003
746058.53260498,2574344.54200684,451.55944824,16962,4512.48876953,30,708010003
746058.84138184,2574344.60389648,451.76306152,771,4512.48876953,30,708010003
746059.17512207,2574344.70799194,451.97134399,514,4512.48876953,30,708010003
746058.55292969,2574344.53291260,451.53076172,12850,4512.48876953,30,708010003
746058.85560303,2574344.58021484,451.73654175,771,4512.48876953,30,708010003
746059.19349365,2574344.69538818,451.94323730,514,4512.48876953,30,708010003
746058.57362061,2574344.53230225,451.50405884,8738,4512.48876953,30,708010003
746059.21479492,2574344.69020020,451.91485596,514,4512.48876953,30,708010003
746058.59461670,2574344.52909790,451.47625732,9252,4512.48925781,30,708010003
746058.88331299,2574344.53471313,451.68475342,18504,4512.48925781,30,708010003
746059.23200684,2574344.67790161,451.88824463,514,4512.48925781,30,708010003
746058.61707764,2574344.53388916,451.44885254,17990,4512.48925781,30,708010003
746058.90498047,2574344.53559814,451.65783691,25700,4512.48925781,30,708010003
746059.25520020,2574344.68040405,451.86083984,514,4512.48925781,30,708010003
746058.63587646,2574344.52720581,451.42263794,20046,4512.48925781,30,708010003
746058.92487793,2574344.52839600,451.63003540,25700,4512.48925781,30,708010003
746059.26801758,2574344.65669189,451.83483887,514,4512.48925781,30,708010003
746058.65687256,2574344.52369629,451.39474487,7196,4512.48925781,30,708010003
746058.95032959,2574344.53599487,451.60104370,25700,4512.48925781,30,708010003
746058.69422607,2574344.56480347,451.36044312,1542,4512.48925781,30,708010003
746058.71650391,2574344.56480347,451.33184814,5654,4512.48925781,30,708010003
746058.98768311,2574344.51109253,451.54504395,19532,4512.48925781,30,708010003
746058.73811035,2574344.56269775,451.30343628,9252,4512.48925781,30,708010003
746059.01228027,2574344.51640259,451.51605225,20303,4512.48925781,30,708010003
746058.75587158,2574344.54930054,451.27645874,5654,4512.48925781,30,708010003
746058.76960449,2574344.52448975,451.25076294,5654,4512.48974609,30,708010003
746058.79548340,2574344.53761230,451.22186279,17990,4512.48974609,30,708010003
746058.81971436,2574344.54258667,451.19235229,14649,4512.48974609,30,708010003
746058.82532959,2574344.49488770,451.16973877,18504,4512.48974609,30,708010003
746058.84882813,2574344.49778687,451.14056396,20046,4512.48974609,30,708010003
746058.86530762,2574344.48420654,451.11495972,19532,4512.48974609,30,708010003
746058.88380127,2574344.47608887,451.08865356,4626,4512.48974609,30,708010003
746058.33369141,2574346.00260864,452.11734009,1028,4512.58300781,30,708010003
746058.31800537,2574345.87559448,452.08694458,3341,4512.58349609,30,708010003
746058.31849365,2574345.81040894,452.05535889,1028,4512.58349609,30,708010003
746058.28400879,2574345.55259644,451.99835205,1028,4512.58349609,30,708010003
746058.69642334,2574345.79209839,452.16644287,1285,4512.58349609,30,708010003
746058.28132324,2574345.48170410,451.97024536,1028,4512.58349609,30,708010003
746058.60102539,2574345.42338501,452.14205933,4883,4512.58349609,30,708010003
746058.26569824,2574345.36241089,451.94305420,1028,4512.58349609,30,708010003
746058.51417236,2574345.08961426,452.12045288,4883,4512.58349609,30,708010003
746058.14967041,2574347.80689941,451.38375854,4369,4512.58349609,30,708010003
746058.25227051,2574345.25498901,451.91754150,1028,4512.58349609,30,708010003
746058.47718506,2574344.91599976,452.09454346,9766,4512.58349609,30,708010003
746058.13099365,2574347.62229858,451.35925293,3084,4512.58349609,30,708010003
746058.24952393,2574345.18379150,451.88934326,1028,4512.58349609,30,708010003
746058.48048096,2574344.87229858,452.06515503,16962,4512.58349609,30,708010003
746058.12690430,2574347.50770508,451.32986450,1028,4512.58398438,30,708010003
746058.24061279,2574345.09141479,451.86264038,1028,4512.58398438,30,708010003
746059.06867676,2574345.58268677,452.18466187,1799,4512.58398438,30,708010003
746058.22370605,2574344.97209106,451.83813477,2056,4512.58398438,30,708010003
746058.93061523,2574345.13679443,452.16195679,3598,4512.58398438,30,708010003
746058.22749023,2574344.92988525,451.81115723,4369,4512.58398438,30,708010003
746058.87672119,2574344.93681274,452.13714600,5140,4512.58398438,30,708010003
746058.60047607,2574345.03941284,451.93585205,1028,4512.58398438,30,708010003
746058.86701660,2574344.86100708,452.10833740,8481,4512.58398438,30,708010003
746058.23151855,2574344.82749878,451.75604248,10023,4512.58398438,30,708010003
746058.63709717,2574345.09959351,451.90145874,1028,4512.58398438,30,708010003
746058.86530762,2574344.80769287,452.07925415,1542,4512.58398438,30,708010003
746058.23231201,2574344.77339111,451.72924805,3341,4512.58398438,30,708010003
746058.57478027,2574344.85380493,451.88305664,1028,4512.58398438,30,708010003
746058.23920898,2574344.74031006,451.70114136,3341,4512.58398438,30,708010003
746058.88618164,2574344.77061401,452.01934814,514,4512.58398438,30,708010003
746058.25831299,2574344.74919067,451.66995239,4369,4512.58447266,30,708010003
746058.56470947,2574344.71940552,451.82934570,1028,4512.58447266,30,708010003
746058.89558105,2574344.74909912,451.98965454,514,4512.58447266,30,708010003
746059.31232910,2574344.97080933,452.14794922,4883,4512.58447266,30,708010003
746058.27692871,2574344.75590454,451.63885498,4369,4512.58447266,30,708010003
746058.65437012,2574344.94041382,451.78485107,1028,4512.58447266,30,708010003
746058.90491943,2574344.72749268,451.96005249,514,4512.58447266,30,708010003
746059.28602295,2574344.86009155,452.11975098,8224,4512.58447266,30,708010003
746058.27668457,2574344.69959961,451.61294556,4369,4512.58447266,30,708010003
746058.70252686,2574345.03620850,451.74874878,1028,4512.58447266,30,708010003
746059.03828125,2574345.04539429,451.91375732,514,4512.58447266,30,708010003
746059.29951172,2574344.85169922,452.09054565,3341,4512.58447266,30,708010003
746058.28760986,2574344.68360840,451.58535767,4369,4512.58447266,30,708010003
746058.74702148,2574345.12040649,451.71295166,1028,4512.58447266,30,708010003
746059.06501465,2574345.07249390,451.88226318,514,4512.58447266,30,708010003
746058.29041748,2574344.64079224,451.56024170,4369,4512.58447266,30,708010003
746058.58790283,2574344.59519897,451.72076416,1028,4512.58447266,30,708010003
746059.31739502,2574344.81040894,452.03155518,771,4512.58447266,30,708010003
746058.29987793,2574344.62098633,451.53326416,7710,4512.58447266,30,708010003
746058.59022217,2574344.55241333,451.69384766,6939,4512.58447266,30,708010003
746058.95008545,2574344.67109619,451.84533691,514,4512.58447266,30,708010003
746059.32307129,2574344.78330933,452.00323486,771,4512.58447266,30,708010003
746058.31251221,2574344.60819946,451.50415039,17990,4512.58447266,30,708010003
746058.60639648,2574344.55088745,451.66384888,12850,4512.58447266,30,708010003
746059.05317383,2574344.90159546,451.80053711,514,4512.58447266,30,708010003
746059.33570557,2574344.77049194,451.97296143,771,4512.58447266,30,708010003
746058.32221680,2574344.58579956,451.47595215,17990,4512.58496094,30,708010003
746058.62843018,2574344.56651245,451.63235474,21331,4512.58496094,30,708010003
746058.95258789,2574344.58360229,451.78845215,514,4512.58496094,30,708010003
746059.35419922,2574344.77009521,451.94046021,771,4512.58496094,30,708010003
746058.33601074,2574344.57429443,451.44534302,21331,4512.58496094,30,708010003
746058.64600830,2574344.56639038,451.60064697,25700,4512.58496094,30,708010003
746058.97962646,2574344.60978638,451.75634766,514,4512.58496094,30,708010003
746059.34992676,2574344.71650635,451.91226196,771,4512.58496094,30,708010003
746058.35371094,2574344.57841431,451.41464233,21331,4512.58496094,30,708010003
746058.66151123,2574344.56278931,451.57064819,25700,4512.58496094,30,708010003
746058.98548584,2574344.58009277,451.72805786,2313,4512.58496094,30,708010003
746059.35541992,2574344.68690430,451.88305664,771,4512.58496094,30,708010003
746058.36909180,2574344.57469116,451.38464355,21331,4512.58496094,30,708010003
746058.66853027,2574344.53691040,451.54415894,25700,4512.58496094,30,708010003
746058.38489990,2574344.57520996,451.35574341,25700,4512.58496094,30,708010003
746059.01051025,2574344.55781494,451.67044067,14906,4512.58496094,30,708010003
746058.40382080,2574344.58479248,451.32565308,22359,4512.58496094,30,708010003
746058.70270996,2574344.54078613,451.48464966,25700,4512.58496094,30,708010003
746059.01978760,2574344.53929077,451.64303589,15420,4512.58496094,30,708010003
746058.41547852,2574344.56950317,451.29693604,23387,4512.58496094,30,708010003
746058.71949463,2574344.54051147,451.45434570,25700,4512.58496094,30,708010003
746059.03406982,2574344.52918945,451.61206055,17733,4512.58496094,30,708010003
746058.43159180,2574344.56489502,451.26544189,22359,4512.58496094,30,708010003
746058.73817139,2574344.54560791,451.42333984,25700,4512.58496094,30,708010003
746059.05042725,2574344.52680908,451.58184814,7967,4512.58496094,30,708010003
746058.45100098,2574344.57609497,451.23495483,21331,4512.58544922,30,708010003
746058.74702148,2574344.52259766,451.39535522,24929,4512.58544922,30,708010003
746058.46992188,2574344.58311401,451.20346069,21331,4512.58544922,30,708010003
746058.79328613,2574344.55668579,451.33035278,4883,4512.58544922,30,708010003
746058.48017578,2574344.51170288,451.15164185,19018,4512.58544922,30,708010003
746058.81141357,2574344.56181274,451.30065918,8481,4512.58544922,30,708010003
746058.49470215,2574344.50739990,451.12313843,21331,4512.58544922,30,708010003
746058.82490234,2574344.55140625,451.27114868,8481,4512.58544922,30,708010003
746058.51240234,2574344.51008545,451.09216309,20046,4512.58544922,30,708010003
746058.83759766,2574344.53898560,451.24194336,8481,4512.58544922,30,708010003
746058.53248291,2574344.52009521,451.05993652,19018,4512.58544922,30,708010003
746058.85157471,2574344.53019653,451.21224976,18247,4512.58544922,30,708010003
746058.56019287,2574344.55259644,451.02435303,17990,4512.58593750,30,708010003
746058.87031250,2574344.53428589,451.18093872,18247,4512.58593750,30,708010003
746058.62141113,2574344.68440186,450.97335815,5397,4512.58593750,30,708010003
746058.87470703,2574344.49931274,451.15475464,24415,4512.58593750,30,708010003
746058.89277344,2574344.50129639,451.12365723,25700,4512.58593750,30,708010003
746058.37489014,2574345.72441040,452.13473511,771,4512.68408203,30,708010003
746058.26661377,2574346.71888672,451.96514893,771,4512.68457031,30,708010003
746058.34309082,2574345.57881104,452.10415649,2570,4512.68457031,30,708010003
746058.26081543,2574346.65299927,451.92965698,771,4512.68457031,30,708010003
746058.32648926,2574345.48689209,452.07275391,1542,4512.68457031,30,708010003
746058.23920898,2574346.52500854,451.89733887,771,4512.68457031,30,708010003
746058.22181396,2574346.41661011,451.86694336,771,4512.68457031,30,708010003
746058.30000000,2574345.33021484,452.01254272,257,4512.68457031,30,708010003
746058.20582275,2574346.31181274,451.83505249,771,4512.68457031,30,708010003
746058.29127197,2574345.26710449,451.98165894,514,4512.68457031,30,708010003
746058.18360596,2574346.18379150,451.80523682,771,4512.68457031,30,708010003
746058.28132324,2574345.19999634,451.95144653,257,4512.68457031,30,708010003
746058.18140869,2574346.13499390,451.77163696,1542,4512.68457031,30,708010003
746058.26557617,2574345.11360107,451.92254639,257,4512.68457031,30,708010003
746058.18348389,2574346.10349976,451.73733521,771,4512.68505859,30,708010003
746058.25477295,2574345.04450928,451.89334106,257,4512.68505859,30,708010003
746058.18269043,2574346.06040894,451.70394897,771,4512.68505859,30,708010003
746058.24561768,2574344.98109375,451.86434937,1799,4512.68505859,30,708010003
746058.16968994,2574345.97080933,451.67395020,771,4512.68505859,30,708010003
746058.24641113,2574344.95210205,451.83364868,4112,4512.68505859,30,708010003
746058.15821533,2574345.88688599,451.64425659,771,4512.68505859,30,708010003
746058.23817139,2574344.89448486,451.80645752,4369,4512.68505859,30,708010003
746058.12952881,2574345.73948608,451.62155151,3341,4512.68505859,30,708010003
746058.23200684,2574344.84229980,451.77774048,5140,4512.68505859,30,708010003
746058.12159424,2574345.67100464,451.59185791,1542,4512.68505859,30,708010003
746058.23310547,2574344.78370605,451.71813965,1285,4512.68505859,30,708010003
746058.23420410,2574344.75840698,451.68984985,771,4512.68554688,30,708010003
746058.23572998,2574344.73271118,451.66006470,1285,4512.68554688,30,708010003
746058.24012451,2574344.71650635,451.62976074,1285,4512.68554688,30,708010003
746058.26057129,2574344.75349365,451.59484863,1799,4512.68554688,30,708010003
746058.26777344,2574344.74659668,451.56365967,3084,4512.68554688,30,708010003
746058.25532227,2574344.67478882,451.53854370,3341,4512.68554688,30,708010003
746058.25428467,2574344.64100586,451.51016235,15677,4512.68554688,30,708010003
746058.26429443,2574344.64338623,451.47836304,18247,4512.68603516,30,708010003
746058.27180176,2574344.64039551,451.45025635,19789,4512.68603516,30,708010003
746058.27650146,2574344.62541138,451.42025757,17476,4512.68603516,30,708010003
746058.28876953,2574344.63499390,451.38766479,18504,4512.68603516,30,708010003
746058.29121094,2574344.61219727,451.35855103,12336,4512.68603516,30,708010003
746058.28712158,2574344.57060181,451.33343506,14649,4512.68603516,30,708010003
746058.29652100,2574344.57038818,451.30194092,18247,4512.68603516,30,708010003
746058.30708008,2574344.57380615,451.27005005,16705,4512.68603516,30,708010003
746058.31580811,2574344.57148682,451.23873901,14906,4512.68652344,30,708010003
746058.32221680,2574344.56150757,451.20843506,16191,4512.68652344,30,708010003
746058.33088379,2574344.55891357,451.17724609,16191,4512.68652344,30,708010003
746058.34040527,2574344.56028687,451.14694214,16705,4512.68652344,30,708010003
746058.35029297,2574344.56129395,451.11514282,16705,4512.68652344,30,708010003
746058.12659912,2574344.90260254,450.94424438,2313,4512.68652344,30,708010003
746058.36439209,2574344.57530151,451.08135986,13364,4512.68652344,30,708010003
746058.13337402,2574344.89170776,450.91296387,2313,4512.68652344,30,708010003
746058.37861328,2574344.58930908,451.04754639,15420,4512.68652344,30,708010003
746058.14649658,2574344.90348755,450.87805176,2313,4512.68701172,30,708010003
746058.38428955,2574344.57670532,451.01754761,4369,4512.68701172,30,708010003
746058.15589600,2574344.90190063,450.84524536,2313,4512.68701172,30,708010003
746058.17017822,2574344.91718994,450.80953979,3084,4512.68701172,30,708010003
746058.66627197,2574345.38850342,450.82434082,771,4512.68701172,30,708010003
746058.17847900,2574344.91151367,450.77725220,2313,4512.68701172,30,708010003
746058.19337158,2574344.92851196,450.74105835,3084,4512.68701172,30,708010003
746058.21333008,2574344.96461426,450.70285034,3084,4512.68701172,30,708010003
746058.23872070,2574345.01719604,450.65963745,3084,4512.68701172,30,708010003
746059.45649414,2574344.86408936,452.02154541,771,4513.46533203,30,708010003
746059.41718750,2574344.84858643,452.03094482,1285,4513.46533203,30,708010003
746059.38502197,2574344.84721313,452.03985596,257,4513.46533203,30,708010003
746059.34412842,2574344.82780395,452.04934692,257,4513.46533203,30,708010003
746059.31037598,2574344.82249390,452.05834961,257,4513.46533203,30,708010003
746059.28809814,2574344.84049927,452.06625366,257,4513.46533203,30,708010003
746059.26392822,2574344.85490356,452.07434082,257,4513.46582031,30,708010003
746059.22718506,2574344.83961426,452.08303833,257,4513.46582031,30,708010003
746059.19282227,2574344.83198486,452.09185791,257,4513.46582031,30,708010003
746059.16779785,2574344.84431396,452.09994507,257,4513.46582031,30,708010003
746059.09882813,2574344.83079468,452.11764526,11565,4513.46582031,30,708010003
746059.06959229,2574344.83360229,452.12585449,7967,4513.46582031,30,708010003
746059.04212646,2574344.83988892,452.13394165,6939,4513.46630859,30,708010003
746059.02119141,2574344.86061035,452.14166260,5140,4513.46630859,30,708010003
746059.01240234,2574344.90220581,452.14794922,2570,4513.46630859,30,708010003
746058.99689941,2574344.93571411,452.15524292,2056,4513.46630859,30,708010003
746058.99238281,2574344.99479614,452.16204834,5654,4513.46630859,30,708010003
746058.97388916,2574345.02268921,452.16964722,3084,4513.46630859,30,708010003
746058.99421387,2574345.14060913,452.17526245,2570,4513.46630859,30,708010003
746059.01752930,2574345.26798950,452.18075562,3084,4513.46630859,30,708010003
746059.04707031,2574345.41209351,452.18624878,2827,4513.46679688,30,708010003
746059.07282715,2574345.54920898,452.19204712,1542,4513.46679688,30,708010003
746059.02827148,2574344.53660522,451.23315430,15934,4513.56494141,30,708010003
746058.99702148,2574344.52720581,451.24954224,3855,4513.56494141,30,708010003
746058.93647461,2574344.74150024,450.97695923,1285,4513.56494141,30,708010003
746058.96931152,2574344.52500854,451.26486206,3084,4513.56494141,30,708010003
746059.30701904,2574344.61399780,451.74356079,11822,4513.56494141,30,708010003
746059.10249023,2574344.52531372,451.51324463,12336,4513.56494141,30,708010003
746058.94758301,2574344.53279053,451.27774048,3855,4513.56494141,30,708010003
746058.77290039,2574344.49339233,451.05233765,18504,4513.56494141,30,708010003
746059.07349854,2574344.52128540,451.52835083,13364,4513.56494141,30,708010003
746058.92170410,2574344.53388916,451.29244995,4626,4513.56494141,30,708010003
746058.75068359,2574344.50151001,451.06585693,21331,4513.56494141,30,708010003
746059.24830322,2574344.60841309,451.77304077,1028,4513.56494141,30,708010003
746059.04621582,2574344.52070557,451.54293823,14906,4513.56494141,30,708010003
746058.89649658,2574344.53669678,451.30685425,3084,4513.56494141,30,708010003
746058.72028809,2574344.49140869,451.08255005,17990,4513.56494141,30,708010003
746059.24622803,2574344.65971313,451.78353882,1028,4513.56494141,30,708010003
746059.01978760,2574344.52171265,451.55734253,16705,4513.56494141,30,708010003
746058.86707764,2574344.53041016,451.32244873,3084,4513.56494141,30,708010003
746058.69892578,2574344.50099121,451.09564209,18247,4513.56494141,30,708010003
746059.21552734,2574344.65400635,451.79833984,1028,4513.56494141,30,708010003
746058.99512939,2574344.52629028,451.57125854,16705,4513.56494141,30,708010003
746058.84699707,2574344.54380737,451.33523560,3084,4513.56494141,30,708010003
746058.67109375,2574344.49610840,451.11135864,17476,4513.56494141,30,708010003
746059.45502930,2574344.85670410,452.04794312,1028,4513.56494141,30,708010003
746059.16877441,2574344.61588989,451.81555176,1028,4513.56494141,30,708010003
746058.96790771,2574344.52531372,451.58575439,13364,4513.56494141,30,708010003
746058.81770020,2574344.53718506,451.35073853,3084,4513.56494141,30,708010003
746058.64558105,2574344.49650513,451.12594604,17990,4513.56494141,30,708010003
746059.43232422,2574344.86909424,452.06195068,1028,4513.56494141,30,708010003
746059.14362793,2574344.62049805,451.82955933,1028,4513.56494141,30,708010003
746058.79249268,2574344.53950439,451.36495972,2313,4513.56494141,30,708010003
746058.61951904,2574344.49488770,451.14096069,17476,4513.56494141,30,708010003
746059.39411621,2574344.85108887,452.07714844,2056,4513.56494141,30,708010003
746059.12348633,2574344.63578735,451.84265137,1028,4513.56494141,30,708010003
746058.91437988,2574344.52479492,451.61434937,16705,4513.56494141,30,708010003
746058.59571533,2574344.49879395,451.15484619,17476,4513.56494141,30,708010003
746059.37141113,2574344.86320435,452.09106445,1028,4513.56494141,30,708010003
746059.09821777,2574344.64030395,451.85653687,1028,4513.56494141,30,708010003
746058.89387207,2574344.53800903,451.62713623,15420,4513.56494141,30,708010003
746058.71979980,2574344.49299561,451.40005493,4626,4513.56494141,30,708010003
746058.57410889,2574344.50788818,451.16784668,11051,4513.56494141,30,708010003
746059.34412842,2574344.86640869,452.10534668,4369,4513.56494141,30,708010003
746059.06159668,2574344.62119995,451.87194824,1028,4513.56494141,30,708010003
746058.86768799,2574344.53831421,451.64135742,13621,4513.56494141,30,708010003
746058.69489746,2574344.49488770,451.41406250,10794,4513.56494141,30,708010003
746058.57612305,2574344.57359253,451.17166138,13621,4513.56494141,30,708010003
746059.31147461,2574344.85859619,452.11984253,7710,4513.56494141,30,708010003
746059.04578857,2574344.64518677,451.88455200,1028,4513.56494141,30,708010003
746058.84962158,2574344.55668579,451.65365601,14135,4513.56494141,30,708010003
746058.67860107,2574344.51670776,451.42553711,15420,4513.56542969,30,708010003
746058.54298096,2574344.55519043,451.18923950,23130,4513.56542969,30,708010003
746059.28687744,2574344.86689697,452.13385010,10023,4513.56542969,30,708010003
746059.02558594,2574344.66020142,451.89764404,1028,4513.56542969,30,708010003
746058.82001953,2574344.54960571,451.66845703,13621,4513.56542969,30,708010003
746058.65601807,2574344.52390991,451.43884277,20046,4513.56542969,30,708010003
746058.51978760,2574344.56040894,451.20285034,17990,4513.56542969,30,708010003
746059.26411133,2574344.87870728,452.14773560,6682,4513.56542969,30,708010003
746059.00697021,2574344.67878662,451.91055298,1028,4513.56542969,30,708010003
746058.62781982,2574344.51829468,451.45364380,20817,4513.56542969,30,708010003
746058.49732666,2574344.56748901,451.21615601,17990,4513.56542969,30,708010003
746059.27967529,2574344.96940552,452.15963745,7710,4513.56542969,30,708010003
746059.09058838,2574344.91389404,451.91024780,1028,4513.56542969,30,708010003
746058.77381592,2574344.56410156,451.69515991,14135,4513.56542969,30,708010003
746058.59901123,2574344.51060425,451.46875000,19275,4513.56542969,30,708010003
746058.47578125,2574344.57389770,451.22885132,17990,4513.56542969,30,708010003
746059.31507568,2574345.09928833,452.17025757,4369,4513.56542969,30,708010003
746058.96400146,2574344.70051514,451.93664551,1028,4513.56542969,30,708010003
746058.75672607,2574344.58171020,451.70684814,13621,4513.56542969,30,708010003
746058.57899170,2574344.52070557,451.48083496,20817,4513.56542969,30,708010003
746059.37019043,2574345.27510010,452.18106079,3341,4513.56542969,30,708010003
746059.02277832,2574344.88529907,451.93984985,1028,4513.56542969,30,708010003
746058.73200684,2574344.58509766,451.72045898,3598,4513.56542969,30,708010003
746058.55622559,2574344.52751099,451.49404907,20817,4513.56542969,30,708010003
746058.42591553,2574344.57218872,451.25695801,18504,4513.56542969,30,708010003
746058.95380859,2574344.79460083,451.95886230,1028,4513.56542969,30,708010003
746058.53608398,2574344.53739868,451.50616455,20817,4513.56542969,30,708010003
746058.40272217,2574344.57701050,451.27044678,18761,4513.56542969,30,708010003
746058.98481445,2574344.92399536,451.96633911,1028,4513.56542969,30,708010003
746058.68122559,2574344.58558594,451.74734497,257,4513.56542969,30,708010003
746058.51038818,2574344.53660522,451.52014160,19275,4513.56542969,30,708010003
746058.38087158,2574344.58531128,451.28344727,18504,4513.56542969,30,708010003
746058.91389160,2574344.82740723,451.98535156,1028,4513.56542969,30,708010003
746058.84687500,2574345.03858887,451.72525024,257,4513.56542969,30,708010003
746058.48518066,2574344.53990112,451.53436279,20817,4513.56542969,30,708010003
746058.36182861,2574344.60099731,451.29525757,18761,4513.56542969,30,708010003
746058.84681396,2574344.73768555,452.00354004,1028,4513.56542969,30,708010003
746058.69581299,2574344.74641357,451.76284790,771,4513.56542969,30,708010003
746058.46198730,2574344.54209839,451.54724121,19275,4513.56542969,30,708010003
746058.33851318,2574344.60551392,451.30874634,19275,4513.56542969,30,708010003
746058.81440430,2574344.72221313,452.01736450,1028,4513.56542969,30,708010003
746058.71497803,2574344.85200439,451.76794434,1028,4513.56542969,30,708010003
746058.44392090,2574344.55729614,451.55865479,21588,4513.56542969,30,708010003
746058.30988770,2574344.59278809,451.32394409,16705,4513.56542969,30,708010003
746058.80347900,2574344.75599609,452.02883911,1028,4513.56542969,30,708010003
746058.79322510,2574345.10148560,451.76254272,1285,4513.56542969,30,708010003
746058.42371826,2574344.56678711,451.57073975,21588,4513.56542969,30,708010003
746058.27302246,2574344.55760132,451.34216309,14906,4513.56542969,30,708010003
746058.77912598,2574344.75849854,452.04174805,1028,4513.56542969,30,708010003
746058.70881348,2574344.96040283,451.78674316,257,4513.56542969,30,708010003
746058.40119629,2574344.57051025,451.58334351,20817,4513.56542969,30,708010003
746058.26057129,2574344.58729492,451.35125732,14649,4513.56542969,30,708010003
746058.75452881,2574344.76979004,452.05645752,1028,4513.56542969,30,708010003
746058.68348389,2574344.96769653,451.80123901,257,4513.56542969,30,708010003
746058.37342529,2574344.57020508,451.59844971,17733,4513.56542969,30,708010003
746058.24689941,2574344.62400757,451.36154175,15420,4513.56542969,30,708010003
746058.72657471,2574344.76719604,452.07015991,1028,4513.56542969,30,708010003
746058.53999023,2574344.68031250,451.83566284,257,4513.56542969,30,708010003
746058.35267334,2574344.58171020,451.61096191,16962,4513.56542969,30,708010003
746058.22761230,2574344.63929687,451.37344360,19789,4513.56542969,30,708010003
746058.71107178,2574344.79380737,452.08285522,1028,4513.56591797,30,708010003
746058.51881104,2574344.69200073,451.84844971,257,4513.56591797,30,708010003
746058.33491211,2574344.60060059,451.62265015,17733,4513.56591797,30,708010003
746058.20759277,2574344.65251099,451.38555908,18761,4513.56591797,30,708010003
746058.68940430,2574344.80558716,452.09603882,6425,4513.56591797,30,708010003
746058.50129395,2574344.71290527,451.86065674,257,4513.56591797,30,708010003
746058.31617432,2574344.61759888,451.63464355,18504,4513.56591797,30,708010003
746058.18549805,2574344.66010986,451.39834595,17476,4513.56591797,30,708010003
746058.66987305,2574344.82301270,452.10916138,13107,4513.56591797,30,708010003
746058.47260742,2574344.70579468,451.87475586,257,4513.56591797,30,708010003
746058.29468994,2574344.62699829,451.64733887,6939,4513.56591797,30,708010003
746058.17322998,2574344.69569336,451.40765381,15420,4513.56591797,30,708010003
746058.65327148,2574344.84770142,452.12194824,15163,4513.56591797,30,708010003
746058.46802979,2574344.75999390,451.88494873,257,4513.56591797,30,708010003
