x,y,z,intensity,gps_time,label,global_id
746058.21137695,2574346.18659912,451.93624878,771,4518.34326172,30,708010003
746058.94208984,2574345.96910034,452.16986084,3341,4518.34326172,30,708010003
746058.31977539,2574346.10758911,452.09353638,20560,4518.34326172,30,708010003
746058.20509033,2574346.23109375,451.86065674,1028,4518.34326172,30,708010003
746059.00507813,2574345.97019897,452.17355347,1285,4518.34326172,30,708010003
746058.28791504,2574346.15779053,452.01675415,771,4518.34326172,30,708010003
746058.22590332,2574346.20140015,451.94125366,771,4518.34326172,30,708010003
746058.20631104,2574346.23939453,451.86386108,1028,4518.34326172,30,708010003
746058.27729492,2574346.16758667,452.02075195,771,4518.34326172,30,708010003
746058.31800537,2574346.13420044,452.10385132,18247,4518.34375000,30,708010003
746058.29237061,2574346.17399536,452.02294922,771,4518.34375000,30,708010003
746058.23432617,2574346.21699463,451.94696045,771,4518.34375000,30,708010003
746058.22840576,2574346.25340210,451.86746216,1028,4518.34375000,30,708010003
746058.32630615,2574346.15010010,452.11004639,9766,4518.34375000,30,708010003
746058.28492432,2574346.19160400,452.02984619,771,4518.34375000,30,708010003
746058.25031738,2574346.23149048,451.95175171,771,4518.34375000,30,708010003
746058.23072510,2574346.26930176,451.87344360,257,4518.34375000,30,708010003
746058.35139160,2574346.15550171,452.11245728,6168,4518.34375000,30,708010003
746058.22187500,2574346.27809082,451.87783813,257,4518.34375000,30,708010003
746058.39008789,2574346.15919434,452.11444092,4626,4518.34375000,30,708010003
746058.29108887,2574346.20750366,452.03585815,771,4518.34375000,30,708010003
746058.23481445,2574346.28498779,451.87924194,257,4518.34375000,30,708010003
746058.40528564,2574346.16609131,452.11724854,4369,4518.34375000,30,708010003
746058.29621582,2574346.21528564,452.03875732,514,4518.34375000,30,708010003
746058.23377686,2574346.25739990,451.96286011,257,4518.34375000,30,708010003
746058.23969727,2574346.29258667,451.88183594,257,4518.34375000,30,708010003
746058.42622070,2574346.17228638,452.11996460,4369,4518.34375000,30,708010003
746058.29530029,2574346.22370850,452.04196167,771,4518.34375000,30,708010003
746058.22889404,2574346.26591431,451.96646118,257,4518.34375000,30,708010003
746058.45509033,2574346.17790161,452.12243652,4112,4518.34375000,30,708010003
746058.28632813,2574346.23289429,452.04574585,771,4518.34423828,30,708010003
746058.22791748,2574346.30949341,451.88964844,257,4518.34423828,30,708010003
746058.48402100,2574346.18360840,452.12493896,4112,4518.34423828,30,708010003
746058.24067383,2574346.28111206,451.97164917,257,4518.34423828,30,708010003
746058.50489502,2574346.19020020,452.12783813,4369,4518.34423828,30,708010003
746058.29432373,2574346.24870239,452.05163574,2570,4518.34423828,30,708010003
746058.24372559,2574346.28898560,451.97445679,257,4518.34423828,30,708010003
746058.25538330,2574346.32359253,451.89245605,257,4518.34423828,30,708010003
746058.52991943,2574346.19670044,452.13055420,4112,4518.34423828,30,708010003
746058.28919678,2574346.25761353,452.05505371,5654,4518.34423828,30,708010003
746058.55469971,2574346.20329224,452.13345337,4369,4518.34423828,30,708010003
746058.24738770,2574346.30479370,451.98034668,257,4518.34423828,30,708010003
746058.22352295,2574346.34159790,451.90255737,257,4518.34423828,30,708010003
746058.59351807,2574346.20869385,452.13595581,3855,4518.34423828,30,708010003
746058.30701904,2574346.27259766,452.06045532,16962,4518.34423828,30,708010003
746058.26618652,2574346.31150757,451.98184204,257,4518.34423828,30,708010003
746058.64020996,2574346.21360718,452.13845825,3598,4518.34423828,30,708010003
746058.30781250,2574346.28089844,452.06353760,17219,4518.34423828,30,708010003
746058.24512939,2574346.32109009,451.98675537,257,4518.34423828,30,708010003
746058.26282959,2574346.35539185,451.90405273,257,4518.34423828,30,708010003
746058.66907959,2574346.22041260,452.14135742,3855,4518.34423828,30,708010003
746058.30671387,2574346.28929077,452.06674194,16191,4518.34423828,30,708010003
746058.24177246,2574346.36460815,451.90963745,257,4518.34423828,30,708010003
746058.70191650,2574346.22700439,452.14434814,3855,4518.34472656,30,708010003
746058.31739502,2574346.29688965,452.06933594,15420,4518.34472656,30,708010003
746058.26447754,2574346.33610474,451.99124146,257,4518.34472656,30,708010003
746058.24250488,2574346.37251221,451.91265869,257,4518.34472656,30,708010003
746058.74659424,2574346.23289429,452.14715576,3855,4518.34472656,30,708010003
746058.32221680,2574346.30488525,452.07223511,17219,4518.34472656,30,708010003
746058.27320557,2574346.34379517,451.99365234,257,4518.34472656,30,708010003
746058.80128174,2574346.23820435,452.14984131,3341,4518.34472656,30,708010003
746058.28187256,2574346.35148560,451.99606323,257,4518.34472656,30,708010003
746058.26179199,2574346.38780151,451.91656494,257,4518.34472656,30,708010003
746058.86988525,2574346.24269043,452.15243530,4112,4518.34472656,30,708010003
746058.31367188,2574346.32258545,452.07916260,15420,4518.34472656,30,708010003
746058.29261475,2574346.35951172,451.99844360,771,4518.34472656,30,708010003
746058.25037842,2574346.39628540,451.92083740,257,4518.34472656,30,708010003
746058.94251709,2574346.24739014,452.15515137,4112,4518.34472656,30,708010003
746058.32227783,2574346.33039795,452.08184814,15420,4518.34472656,30,708010003
746058.29719238,2574346.36750732,452.00115967,1028,4518.34472656,30,708010003
746059.09888916,2574346.24650513,452.15686035,7967,4518.34472656,30,708010003
746058.33289795,2574346.33781372,452.08435059,13878,4518.34472656,30,708010003
746058.25959473,2574346.41200195,451.92596436,257,4518.34472656,30,708010003
746059.33918457,2574346.24070679,452.15783691,1285,4518.34472656,30,708010003
746058.32148438,2574346.34690796,452.08795166,9766,4518.34472656,30,708010003
746058.24030762,2574346.42060791,451.93115234,257,4518.34472656,30,708010003
746058.27100830,2574346.39320312,452.01245117,514,4518.34521484,30,708010003
746058.25678711,2574346.42820679,451.93234253,257,4518.34521484,30,708010003
746058.35261230,2574346.36241089,452.09304810,4112,4518.34521484,30,708010003
746058.28547363,2574346.40080200,452.01434326,771,4518.34521484,30,708010003
746058.26722412,2574346.43650757,451.93444824,257,4518.34521484,30,708010003
746058.39112549,2574346.36918579,452.09463501,3084,4518.34521484,30,708010003
746058.26771240,2574346.44450317,451.93734741,257,4518.34521484,30,708010003
746058.42158203,2574346.37651001,452.09655762,2827,4518.34521484,30,708010003
746058.25861816,2574346.41810547,452.02246094,771,4518.34521484,30,708010003
746058.27802734,2574346.45249878,451.93936157,257,4518.34521484,30,708010003
746058.43800049,2574346.38450562,452.09915161,2570,4518.34521484,30,708010003
746058.26502686,2574346.42600952,452.02496338,771,4518.34521484,30,708010003
746058.26252441,2574346.46070801,451.94393921,257,4518.34521484,30,708010003
746058.45447998,2574346.39259277,452.10174561,2570,4518.34521484,30,708010003
746058.28730469,2574346.43360840,452.02645874,771,4518.34521484,30,708010003
746058.27290039,2574346.46870361,451.94586182,257,4518.34521484,30,708010003
746058.48688965,2574346.40080200,452.10394287,2827,4518.34521484,30,708010003
746058.27772217,2574346.44239746,452.03015137,1028,4518.34521484,30,708010003
746058.52717285,2574346.40840088,452.10583496,2827,4518.34521484,30,708010003
746058.27961426,2574346.48530518,451.95135498,257,4518.34570312,30,708010003
746058.56348877,2574346.41700684,452.10806274,2570,4518.34570312,30,708010003
746058.26441650,2574346.45930420,452.03726196,14649,4518.34570312,30,708010003
746058.60181885,2574346.42430054,452.10974121,2827,4518.34570312,30,708010003
746058.27271729,2574346.46659790,452.03933716,14649,4518.34570312,30,708010003
746058.27821045,2574346.50120483,451.95724487,257,4518.34570312,30,708010003
746058.62012939,2574346.43321167,452.11254883,2827,4518.34570312,30,708010003
746058.29291992,2574346.47459351,452.04104614,17476,4518.34570312,30,708010003
746058.27052002,2574346.50920044,451.96093750,257,4518.34570312,30,708010003
746058.66840820,2574346.44169556,452.11456299,2570,4518.34570312,30,708010003
746058.28852539,2574346.51750122,451.96224976,257,4518.34570312,30,708010003
746058.72858887,2574346.45039307,452.11614990,2827,4518.34570312,30,708010003
746058.30872803,2574346.52589355,451.96325684,771,4518.34570312,30,708010003
746058.77668457,2574346.45960937,452.11834717,2827,4518.34570312,30,708010003
746058.30482178,2574346.53410278,451.96664429,771,4518.34570312,30,708010003
746058.85090332,2574346.46919189,452.12005615,3084,4518.34570312,30,708010003
746058.29560547,2574346.50788818,452.05294800,16962,4518.34570312,30,708010003
746058.27711182,2574346.54179321,451.97213745,1028,4518.34570312,30,708010003
746058.91901855,2574346.47911011,452.12194824,3341,4518.34619141,30,708010003
746058.30372314,2574346.51631104,452.05545044,16448,4518.34619141,30,708010003
746058.28309326,2574346.55039917,451.97463989,1028,4518.34619141,30,708010003
746059.01319580,2574346.48930298,452.12335205,3084,4518.34619141,30,708010003
746058.31782227,2574346.52470337,452.05755615,15420,4518.34619141,30,708010003
746058.28321533,2574346.55860840,451.97753906,514,4518.34619141,30,708010003
746059.31721191,2574346.50059448,452.12005615,19532,4518.34619141,30,708010003
746058.30579834,2574346.53291260,452.06124878,9766,4518.34619141,30,708010003
746058.28132324,2574346.56669556,451.98065186,771,4518.34619141,30,708010003
746058.32392578,2574346.54139648,452.06326294,5140,4518.34619141,30,708010003
746058.27717285,2574346.57469116,451.98394775,1542,4518.34619141,30,708010003
746058.36982422,2574346.55079590,452.06375122,3084,4518.34619141,30,708010003
746058.40559082,2574346.56019531,452.06484985,3341,4518.34619141,30,708010003
746058.27320557,2574346.59080444,451.99005127,771,4518.34619141,30,708010003
746058.42359619,2574346.56928955,452.06704712,3341,4518.34619141,30,708010003
746058.45338135,2574346.57899414,452.06866455,3084,4518.34667969,30,708010003
746058.27698975,2574346.60731445,451.99545288,3084,4518.34667969,30,708010003
746058.49122314,2574346.58900391,452.06985474,3084,4518.34667969,30,708010003
746058.54090576,2574346.59928833,452.07046509,3084,4518.34667969,30,708010003
746058.27271729,2574346.62300049,452.00146484,20817,4518.34667969,30,708010003
746058.57471924,2574346.60978638,452.07205200,2827,4518.34667969,30,708010003
746058.62037354,2574346.62089478,452.07315063,3084,4518.34667969,30,708010003
746058.29218750,2574346.64039551,452.00555420,17476,4518.34667969,30,708010003
746058.66389160,2574346.63239990,452.07455444,3084,4518.34667969,30,708010003
746058.30177002,2574346.64921509,452.00765991,17733,4518.34667969,30,708010003
746058.72950439,2574346.64561401,452.07516479,2827,4518.34667969,30,708010003
746058.30561523,2574346.65769897,452.01025391,17733,4518.34667969,30,708010003
746058.81690674,2574346.66010986,452.07485962,3341,4518.34667969,30,708010003
746058.29530029,2574346.66569458,452.01403809,17476,4518.34667969,30,708010003
746058.92017822,2574346.67600952,452.07415771,3855,4518.34716797,30,708010003
746058.30292969,2574346.67439209,452.01635742,17476,4518.34716797,30,708010003
746059.03937988,2574346.69349609,452.07293701,3341,4518.34716797,30,708010003
746058.29462891,2574346.68220459,452.01974487,9252,4518.34716797,30,708010003
746058.33790283,2574346.69380127,452.01956177,4112,4518.34716797,30,708010003
746058.38520508,2574346.70561157,452.01895142,3341,4518.34716797,30,708010003
746058.41260986,2574346.71629272,452.01995850,3341,4518.34716797,30,708010003
746058.45771484,2574346.72938477,452.01995850,3084,4518.34716797,30,708010003
746058.49689941,2574346.74159180,452.02035522,3084,4518.34716797,30,708010003
746058.55201416,2574346.75529419,452.01956177,3341,4518.34765625,30,708010003
746058.63282471,2574346.77220093,452.01745605,1285,4518.34765625,30,708010003
746058.71149902,2574346.78941284,452.01556396,3084,4518.34765625,30,708010003
746058.81599121,2574346.80970703,452.01223755,3341,4518.34765625,30,708010003
746058.97999268,2574346.83760010,452.00573730,3855,4518.34765625,30,708010003
746058.19959717,2574344.59168945,451.21124268,0,4518.43603516,30,708010003
746058.18110352,2574344.62220703,451.22393799,257,4518.43652344,30,708010003
746058.16029053,2574344.70329224,451.13284302,257,4518.43652344,30,708010003
746058.24812012,2574344.66740356,450.97885132,0,4518.43652344,30,708010003
746058.20612793,2574344.71540771,451.00524902,0,4518.43652344,30,708010003
746058.19471436,2574344.73890625,451.01666260,257,4518.43652344,30,708010003
746058.21937256,2574344.62470947,451.34375000,514,4518.43652344,30,708010003
746058.14698486,2574344.75620972,451.15454102,771,4518.43701172,30,708010003
746058.17280273,2574344.77040039,451.03305054,514,4518.43701172,30,708010003
746058.19660645,2574344.65721069,451.35614014,1028,4518.43701172,30,708010003
746058.13660889,2574344.77848755,451.16445923,771,4518.43701172,30,708010003
746058.13789063,2574344.79148804,451.16915894,1285,4518.43701172,30,708010003
746058.15028076,2574344.81529175,451.05484009,771,4518.43701172,30,708010003
746058.15668945,2574344.91511475,450.71563721,257,4518.43701172,30,708010003
746058.21552734,2574344.63670288,451.46826172,257,4518.43701172,30,708010003
746058.15791016,2574344.82398926,451.05715942,771,4518.43701172,30,708010003
746058.13660889,2574344.90870605,450.84744263,257,4518.43701172,30,708010003
746058.15571289,2574344.93031250,450.72323608,257,4518.43701172,30,708010003
746058.18140869,2574344.71269165,451.37533569,1028,4518.43701172,30,708010003
746058.14729004,2574344.84599243,451.06774902,257,4518.43701172,30,708010003
746058.12940674,2574344.92811523,450.85794067,257,4518.43701172,30,708010003
746058.15858154,2574344.94178711,450.72805786,257,4518.43701172,30,708010003
746058.19428711,2574344.68339478,451.48333740,1285,4518.43701172,30,708010003
746058.16779785,2574344.73838745,451.38473511,1285,4518.43701172,30,708010003
746058.12128906,2574344.81318604,451.29736328,1285,4518.43750000,30,708010003
746058.11781006,2574344.84901367,451.19345093,1285,4518.43750000,30,708010003
746058.14027100,2574344.89900146,450.96804810,257,4518.43750000,30,708010003
746058.29542236,2574344.58158813,451.56964111,257,4518.43750000,30,708010003
746058.14967041,2574344.96159302,450.74005127,257,4518.43750000,30,708010003
746058.16749268,2574344.75270020,451.38943481,2313,4518.43750000,30,708010003
746058.15107422,2574344.87040649,451.07693481,0,4518.43750000,30,708010003
746058.13099365,2574344.91929565,450.97854614,257,4518.43750000,30,708010003
746058.14320068,2574344.94428955,450.86215210,257,4518.43750000,30,708010003
746058.22651367,2574344.65211426,451.59063721,257,4518.43750000,30,708010003
746058.14960938,2574344.97511230,450.74664307,257,4518.43750000,30,708010003
746058.18897705,2574344.71598755,451.49334717,1285,4518.43750000,30,708010003
746058.14790039,2574345.01209961,450.63345337,257,4518.43750000,30,708010003
746058.16511230,2574344.76780640,451.39443970,2313,4518.43750000,30,708010003
746058.11359863,2574344.84541260,451.30944824,1799,4518.43750000,30,708010003
746058.11628418,2574344.87638794,451.20394897,1285,4518.43750000,30,708010003
746058.17017822,2574344.86988770,451.07345581,771,4518.43750000,30,708010003
746058.13258057,2574344.96528564,450.87414551,257,4518.43750000,30,708010003
746058.21387939,2574344.67658936,451.59765625,257,4518.43750000,30,708010003
746058.14301758,2574344.99229370,450.75665283,514,4518.43750000,30,708010003
746058.18049316,2574344.73609863,451.49975586,1285,4518.43750000,30,708010003
746058.11970215,2574345.04399048,450.65814209,257,4518.43750000,30,708010003
746058.16450195,2574344.78199707,451.39913940,2570,4518.43750000,30,708010003
746058.10352783,2574344.89930664,451.21426392,1542,4518.43750000,30,708010003
746058.12220459,2574344.95170532,450.99414063,257,4518.43750000,30,708010003
746058.13801270,2574344.97468506,450.87713623,257,4518.43750000,30,708010003
746058.15302734,2574344.99861084,450.75704956,257,4518.43750000,30,708010003
746058.17689209,2574344.75279175,451.50503540,2056,4518.43750000,30,708010003
746058.11207275,2574345.06220947,450.66973877,257,4518.43750000,30,708010003
746058.12452393,2574344.86408936,451.31475830,2056,4518.43750000,30,708010003
746058.11188965,2574344.90629517,451.21575928,1799,4518.43750000,30,708010003
746058.18287354,2574344.88780151,451.07846069,771,4518.43750000,30,708010003
746058.12312012,2574344.96418701,450.99923706,257,4518.43750000,30,708010003
746058.13007813,2574344.99339233,450.88754272,257,4518.43750000,30,708010003
746058.17219238,2574344.99931274,450.75225830,514,4518.43750000,30,708010003
746058.17042236,2574344.77241455,451.51126099,2827,4518.43750000,30,708010003
746058.11488037,2574345.07371460,450.67483521,257,4518.43750000,30,708010003
746058.15089111,2574344.81980835,451.41244507,3084,4518.43750000,30,708010003
746058.11451416,2574344.91828857,451.21984863,2570,4518.43798828,30,708010003
746058.23408203,2574344.86439453,451.06045532,0,4518.43798828,30,708010003
746058.12269287,2574344.97828613,451.00534058,257,4518.43798828,30,708010003
746058.14631348,2574344.99589478,450.88485718,514,4518.43798828,30,708010003
746058.18372803,2574345.00480591,450.75186157,771,4518.43798828,30,708010003
746058.12769775,2574345.07820068,450.67324829,257,4518.43798828,30,708010003
746058.28242188,2574344.84348999,451.04394531,0,4518.43798828,30,708010003
746058.12202148,2574344.99180542,451.01126099,257,4518.43798828,30,708010003
746058.17731934,2574344.98780762,450.87396240,1028,4518.43798828,30,708010003
746058.18317871,2574345.01838623,450.75845337,1028,4518.43798828,30,708010003
746058.13300781,2574345.08750854,450.67636108,257,4518.43798828,30,708010003
746058.29719238,2574344.84690796,451.04275513,514,4518.43798828,30,708010003
746058.10139160,2574345.01921020,451.02694702,257,4518.43798828,30,708010003
746058.31141357,2574344.63688599,451.70404053,257,4518.43798828,30,708010003
746058.17811279,2574345.00041138,450.87936401,771,4518.43798828,30,708010003
746058.16621094,2574345.04280029,450.77465820,771,4518.43798828,30,708010003
746058.13392334,2574345.09968506,450.68225098,257,4518.43798828,30,708010003
746058.14411621,2574344.86588989,451.42794800,3855,4518.43798828,30,708010003
746058.30292969,2574344.85679565,451.04574585,771,4518.43798828,30,708010003
746058.10651855,2574345.02839600,451.02984619,257,4518.43798828,30,708010003
746058.25629883,2574344.69450317,451.71813965,1285,4518.43798828,30,708010003
746058.16077881,2574345.02519165,450.89465332,514,4518.43798828,30,708010003
746058.14320068,2574345.07109009,450.79446411,257,4518.43798828,30,708010003
746058.15607910,2574344.83760010,451.53146362,5140,4518.43798828,30,708010003
746058.13178711,2574345.11390625,450.69006348,257,4518.43798828,30,708010003
746058.09821777,2574344.98210083,451.24594116,3855,4518.43798828,30,708010003
746058.31470947,2574344.86241089,451.04595947,514,4518.43798828,30,708010003
746058.11768799,2574345.03340088,451.02975464,257,4518.43798828,30,708010003
746058.24458008,2574344.71760498,451.72393799,1285,4518.43798828,30,708010003
746058.14179688,2574345.05088745,450.91064453,257,4518.43798828,30,708010003
746058.15290527,2574345.07749878,450.79486084,771,4518.43798828,30,708010003
746058.13239746,2574345.12599121,450.69595337,257,4518.43798828,30,708010003
746058.31727295,2574344.87449585,451.05035400,514,4518.43847656,30,708010003
746058.10590820,2574345.05409180,451.04086304,257,4518.43847656,30,708010003
746058.23902588,2574344.73579346,451.72854614,1285,4518.43847656,30,708010003
746058.13032227,2574345.07139526,450.92254639,257,4518.43847656,30,708010003
746058.15510254,2574345.08891235,450.79965210,1028,4518.43847656,30,708010003
746058.16151123,2574345.12010132,450.68414307,771,4518.43847656,30,708010003
746058.10041504,2574345.00599609,451.25445557,4626,4518.43847656,30,708010003
746058.12788086,2574345.05198608,451.03555298,257,4518.43847656,30,708010003
746058.13831787,2574345.07868896,450.92395020,257,4518.43847656,30,708010003
746058.15430908,2574345.10209595,450.80624390,1028,4518.43847656,30,708010003
746058.15888672,2574344.87519775,451.54254150,6168,4518.43847656,30,708010003
746058.17420654,2574345.12480103,450.68255615,771,4518.43847656,30,708010003
746058.09602051,2574345.02171265,451.26095581,5654,4518.43847656,30,708010003
746058.33607178,2574344.88911377,451.05294800,514,4518.43847656,30,708010003
746058.11127930,2574345.07578979,451.04895020,514,4518.43847656,30,708010003
746058.13270264,2574345.09498535,450.93255615,257,4518.43847656,30,708010003
746058.17420654,2574344.84449707,451.64474487,5654,4518.43847656,30,708010003
746058.17139893,2574345.10380493,450.80224609,2313,4518.43847656,30,708010003
746058.17487793,2574345.13709961,450.68853760,771,4518.43847656,30,708010003
746058.11250000,2574345.21140991,450.61593628,257,4518.43847656,30,708010003
746058.12910156,2574344.97889648,451.35415649,4369,4518.43847656,30,708010003
746058.09138184,2574345.03739868,451.26745605,5397,4518.43847656,30,708010003
746058.11158447,2574345.08808838,451.05404663,771,4518.43847656,30,708010003
746058.18427734,2574344.85081421,451.64636230,6425,4518.43847656,30,708010003
746058.17188721,2574345.11610352,450.80795288,1028,4518.43847656,30,708010003
746058.14680176,2574344.91020142,451.55364990,7710,4518.43847656,30,708010003
746058.16352539,2574345.15681396,450.70193481,771,4518.43847656,30,708010003
746058.12629395,2574345.21528564,450.61315918,257,4518.43847656,30,708010003
746058.12611084,2574344.99369751,451.35964966,4369,4518.43847656,30,708010003
746058.09150391,2574345.04978882,451.27194214,6425,4518.43847656,30,708010003
746058.31312256,2574344.93269287,451.07415771,514,4518.43847656,30,708010003
746058.11170654,2574345.10038696,451.05914307,771,4518.43847656,30,708010003
746058.13337402,2574345.11961304,450.94335938,257,4518.43847656,30,708010003
746058.17341309,2574344.87190186,451.65243530,7710,4518.43847656,30,708010003
746058.18800049,2574345.11918579,450.80505371,1285,4518.43847656,30,708010003
746058.14887695,2574344.92219482,451.55715942,8738,4518.43847656,30,708010003
746058.16730957,2574345.16758667,450.70605469,771,4518.43847656,30,708010003
746058.09339600,2574345.06150757,451.27606201,5911,4518.43896484,30,708010003
746058.25739746,2574344.98341309,451.10375977,771,4518.43896484,30,708010003
746058.11219482,2574345.11299072,451.06436157,514,4518.43896484,30,708010003
746058.14631348,2574345.12440430,450.94244385,514,4518.43896484,30,708010003
746058.18690186,2574345.13249145,450.81164551,1285,4518.43896484,30,708010003
746058.14887695,2574344.93501221,451.56094360,9766,4518.43896484,30,708010003
746058.13099365,2574344.97981201,451.46585083,11565,4518.43896484,30,708010003
746058.21589355,2574345.02470337,451.12713623,771,4518.43896484,30,708010003
746058.30689697,2574344.73411499,451.84445190,257,4518.43896484,30,708010003
746058.10761719,2574345.12831055,451.07174683,514,4518.43896484,30,708010003
746058.13880615,2574345.14158569,450.95184326,771,4518.43896484,30,708010003
746058.17847900,2574345.15089355,450.82266235,1028,4518.43896484,30,708010003
746058.14729004,2574345.20509277,450.73104858,514,4518.43896484,30,708010003
746058.13087158,2574344.99250732,451.46984863,10280,4518.43896484,30,708010003
746058.11378174,2574345.04051147,451.37713623,5397,4518.43896484,30,708010003
746058.09321289,2574345.08619629,451.28524780,8224,4518.43896484,30,708010003
746058.18427734,2574345.05769287,451.14553833,771,4518.43896484,30,708010003
746058.28309326,2574344.76499878,451.85064697,771,4518.43896484,30,708010003
746058.10450439,2574345.14250122,451.07833862,771,4518.43896484,30,708010003
746058.13898926,2574345.15379272,450.95724487,771,4518.43896484,30,708010003
746058.17518311,2574344.90959106,451.66275024,11051,4518.43896484,30,708010003
746058.17377930,2574345.16569458,450.83084106,1285,4518.43896484,30,708010003
746058.12440186,2574345.23051392,450.75064087,257,4518.43896484,30,708010003
746058.13398438,2574345.00291382,451.47296143,10537,4518.43896484,30,708010003
746058.08363037,2574345.10490356,451.29345703,8481,4518.43896484,30,708010003
746058.28168945,2574344.77958618,451.85394287,1285,4518.43896484,30,708010003
746058.10126953,2574345.15681396,451.08483887,257,4518.43896484,30,708010003
746058.13740234,2574345.16700684,450.96343994,771,4518.43896484,30,708010003
746058.17249756,2574345.17878662,450.83734131,2313,4518.43896484,30,708010003
746058.12629395,2574344.98899780,451.57824707,11565,4518.43896484,30,708010003
746058.12299805,2574345.24330078,450.75744629,514,4518.43896484,30,708010003
746058.13380127,2574345.01548706,451.47705078,11308,4518.43896484,30,708010003
746058.07850342,2574345.12031494,451.29983521,10023,4518.43896484,30,708010003
746058.27229004,2574344.79991089,451.85833740,771,4518.43896484,30,708010003
746058.10902100,2574345.16389404,451.08624268,771,4518.43896484,30,708010003
746058.12501221,2574345.18690430,450.97525024,257,4518.43896484,30,708010003
746058.17670898,2574344.93418823,451.66955566,4883,4518.43896484,30,708010003
746058.18348389,2574345.18449341,450.83694458,1542,4518.43896484,30,708010003
746058.12012939,2574345.25709473,450.76525879,257,4518.43896484,30,708010003
746058.12727051,2574345.03239380,451.48306274,11308,4518.43945312,30,708010003
746058.11640625,2574345.07569824,451.38903809,8481,4518.43945312,30,708010003
746058.08619385,2574345.12730347,451.30136108,9766,4518.43945312,30,708010003
746058.18287354,2574345.09629761,451.16094971,1028,4518.43945312,30,708010003
746058.10731201,2574345.17710815,451.09216309,514,4518.43945312,30,708010003
746058.20692139,2574344.89369141,451.76824951,12850,4518.43945312,30,708010003
746058.12647705,2574345.19801270,450.97985840,257,4518.43945312,30,708010003
746058.18201904,2574345.19758545,450.84353638,3855,4518.43945312,30,708010003
746058.12049561,2574345.04930054,451.48895264,11565,4518.43945312,30,708010003
746058.12720947,2574345.29978882,450.65713501,1028,4518.43945312,30,708010003
746058.08900146,2574345.13749634,451.30465698,10023,4518.43945312,30,708010003
746058.10700684,2574345.18919312,451.09725952,257,4518.43945312,30,708010003
746058.21320801,2574344.90211426,451.77044678,13621,4518.43945312,30,708010003
746058.13258057,2574345.20631348,450.98196411,257,4518.43945312,30,708010003
746058.17902832,2574345.21171509,450.85086060,1028,4518.43945312,30,708010003
746058.12470703,2574345.27821289,450.77413940,514,4518.43945312,30,708010003
746058.12342529,2574345.05958496,451.49203491,12079,4518.43945312,30,708010003
746058.13178711,2574345.30900513,450.66033936,1028,4518.43945312,30,708010003
746058.08369141,2574345.15278564,451.31103516,11565,4518.43945312,30,708010003
746058.25141602,2574344.85481201,451.87036133,11565,4518.43945312,30,708010003
746058.09571533,2574345.20820557,451.10745239,771,4518.43945312,30,708010003
746058.21778564,2574344.91169678,451.77294922,17219,4518.43945312,30,708010003
746058.15601807,2574345.20420776,450.97534180,771,4518.43945312,30,708010003
746058.16029053,2574345.23490845,450.86685181,1028,4518.43945312,30,708010003
746058.21540527,2574345.23768555,450.72586060,771,4518.43945312,30,708010003
746058.12287598,2574345.07218872,451.49615479,11565,4518.43945312,30,708010003
746058.13789063,2574345.31739746,450.66253662,1028,4518.43945312,30,708010003
746058.11677246,2574345.11189209,451.40145874,10794,4518.43945312,30,708010003
746058.07038574,2574345.17320190,451.32046509,11822,4518.43945312,30,708010003
746058.17939453,2574345.20219360,450.96884155,1028,4518.43945312,30,708010003
746058.17420654,2574345.23869263,450.86474609,1028,4518.43945312,30,708010003
746058.28028564,2574345.21281372,450.69323730,1542,4518.43945312,30,708010003
746058.12080078,2574345.08558594,451.50064087,13107,4518.43945312,30,708010003
746058.06977539,2574345.18519531,451.32495117,12336,4518.43945312,30,708010003
746058.21101074,2574345.12809692,451.16854858,1028,4518.43945312,30,708010003
746058.10120850,2574345.22828613,451.11465454,771,4518.43945312,30,708010003
746058.21558838,2574344.93870483,451.77975464,21074,4518.43945312,30,708010003
746058.14442139,2574345.23509155,450.99176025,1028,4518.43945312,30,708010003
746058.18037109,2574345.24720703,450.86703491,1028,4518.43945312,30,708010003
746058.11872559,2574345.09919678,451.50515747,12593,4518.43994141,30,708010003
746058.14387207,2574345.33750854,450.67083740,1028,4518.43994141,30,708010003
746058.21552734,2574345.13758789,451.17144775,1285,4518.43994141,30,708010003
746058.21198730,2574344.95390259,451.78366089,2056,4518.43994141,30,708010003
746058.13300781,2574345.25358520,451.00265503,1028,4518.43994141,30,708010003
746058.16499023,2574345.01740967,451.69284058,257,4518.43994141,30,708010003
746058.14570313,2574345.27918945,450.89144897,771,4518.43994141,30,708010003
746058.14136963,2574345.06489502,451.60015869,15420,4518.43994141,30,708010003
746058.17670898,2574345.29591309,450.76644897,514,4518.43994141,30,708010003
746058.11610107,2574345.36439453,450.69445801,1028,4518.43994141,30,708010003
746058.10541992,2574345.15501343,451.41754150,12593,4518.43994141,30,708010003
746058.08137207,2574345.20130859,451.32916260,12593,4518.43994141,30,708010003
746058.10328369,2574345.25050293,451.12335205,771,4518.43994141,30,708010003
746058.15479736,2574345.25270020,450.99685669,1028,4518.43994141,30,708010003
746058.16767578,2574345.02790771,451.69564819,257,4518.43994141,30,708010003
746058.12489014,2574345.30268799,450.90814209,771,4518.43994141,30,708010003
746058.16718750,2574345.31309448,450.77786255,1285,4518.43994141,30,708010003
